"MUKANDLTD","2.7"
"NAVA","2.7"
"MOREPENLAB","2.7"
"FCL","2.7"
"KELLTONTEC","2.7"
"UNIDT","2.7"
"TANLA","2.7"
"RUSHIL","2.7"
"CREATIVE","2.7"
"NIITLTD","2.7"
"SPLIL","2.7"
"SASTASUNDR","2.7"
"SRHHYPOLTD","2.7"
"DONEAR","2.7"
"IDEA","2.7"
"ATL","2.7"
"KIRIINDUS","2.7"
"RESPONIND","2.7"
"HINDOILEXP","2.7"
"KAYNES","2.7"
"ISGEC","2.6"
"RITES","2.6"
"MEDICAMEQ","2.6"
"IPL","2.6"
"TEJASNET","2.6"
"BALMLAWRIE","2.6"
"HEMIPROP","2.6"
"ESTER","2.6"
"MIDHANI","2.6"
"DATAPATTNS","2.6"
"WABAG","2.6"
"PTC","2.6"
"BDL","2.6"
"GOACARBON","2.6"
"DVL","2.6"
"ARIES","2.6"
"ARVSMART","2.6"
"TDPOWERSYS","2.6"
"ENIL","2.6"
"SHRIRAMPPS","2.6"
"GSFC","2.6"
"DBL","2.6"
"MARATHON","2.6"
"JSWENERGY","2.6"
"OAL","2.6"
"ZUARI","2.6"
"TVSELECT","2.6"
"TRIGYN","2.6"
"NFL","2.6"
"HITECH","2.6"
"CAPACITE","2.6"
"J&KBANK","2.6"
"GOCLCORP","2.6"
"INDTERRAIN","2.6"
"SEQUENT","2.6"
"EDELWEISS","2.6"
"PRECWIRE","2.6"
"TTML","2.6"
"OLECTRA","2.6"
"DHUNINV","2.6"
"IBULHSGFIN","2.6"
"SUNFLAG","2.6"
"AGI","2.6"
"KOPRAN","2.6"
"DATAMATICS","2.6"
"MADRASFERT","2.6"
"OPTIEMUS","2.6"
"SHREYAS","2.6"
"3IINFOLTD","2.6"
"JKIL","2.6"
"DCMNVL","2.6"
"SANDHAR","2.5"
"MOIL","2.5"
"IIFL","2.5"
"SUPRIYA","2.5"
"FIBERWEB","2.5"
"NCC","2.5"
"LUMAXTECH","2.5"
"ITDC","2.5"
"ENGINERSIN","2.5"
"HFCL","2.5"
"SCI","2.5"
"SOLARA","2.5"
"KMSUGAR","2.5"
"IRB","2.5"
"GICRE","2.5"
"SELAN","2.5"
"CENTRALBK","2.5"
"AJMERA","2.5"
"UCOBANK","2.5"
"INTLCONV","2.5"
"BIGBLOC","2.5"
"ISMTLTD","2.5"
"DCAL","2.5"
"SARLAPOLY","2.5"
"GENUSPAPER","2.5"
"INFIBEAM","2.5"
"ONMOBILE","2.5"
"ADSL","2.5"
"EKC","2.5"
"RADHIKAJWE","2.5"
"LIBAS","2.5"
"PENIND","2.5"
"SUBEXLTD","2.5"
"BIRLACABLE","2.5"
"INDOAMIN","2.5"
"OSWALGREEN","2.5"
"SPENCERS","2.5"
"JAICORPLTD","2.5"
"AEGISLOG","2.5"
"PDMJEPAPER","2.4"
"BEML","2.4"
"RAMASTEEL","2.4"
"MRPL","2.4"
"NLCINDIA","2.4"
"NBCC","2.4"
"IRFC","2.4"
"SANGHVIMOV","2.4"
"RICOAUTO","2.4"
"PSB","2.4"
"NIACL","2.4"
"CHENNPETRO","2.4"
"VAKRANGEE","2.4"
"TITAGARH","2.4"
"TEXINFRA","2.4"
"PROZONER","2.4"
"SAKHTISUG","2.4"
"ROSSELLIND","2.4"
"NDTV","2.4"
"PFOCUS","2.4"
"RTNINDIA","2.4"
